"PRODUCT_ID","PRODUCT_NAME","PRODUCT_CATEGORY","PRODUCT_TYPE","PRODUCT_VALUE","PRODUCT_DESC","SYS_CODE","NET_TYPE","UPDATE_TIME","PROVINCE_CODE","DEAL_TYPE","START_DATE","END_DATE","PRODUCT_MODE","PRODUCT_TYPE_CODE","PRODUCT_NICK_NAME","BUSINESS_TAG","BUSINESS_TAG_DESC","BUSINESS_GROUP","PRODUCT_OBJ_TYPE","REMARK","EFFECT_TAG"
"90155946","腾讯天王卡","16","4GTencent","59","腾讯天王卡： 月费59元（按天扣费），套内：定向流量T应用流量全免，500分钟国内语音，国内接听免费，赠送来电显示；套外：国内语音0.1元/分钟，短彩信0.1元/条，省内流量默认开通“流量日租宝”功能1元/500MB省内流量（当日有效，不足10M按0.1元/M计费）用完自动叠加，按量计费。省外流量超出后2元/500M省外流量（当日有效，不足20M按0.1元/M计费）用完自动叠加，按量计费。","2","2","2017/2/23 18:57:49","98","1","2017/2/23 18:57:49","2050/12/31 23:59:59","00","4G000001","腾讯天王卡","","","","0","","1"
"90217437","小K卡","16","4GYKK","9","小K卡","2","2","2017/4/10 16:54:48","98","0","2017/4/10","2049/12/31","00","","","","","","0","","1"
"90217438","大K卡","16","4GYKK","29","大K卡","2","2","2017/4/10 16:54:48","98","0","2017/4/10","2049/12/31","00","","","","","","0","","1"
"90241894","大花椒卡","16","4GHJ","59","大花椒卡 :月租59元，套内：4GB国内流量，200分钟国内语音，国内接听免费，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量1元/100MB(日包)，省内流量1元/500MB(日包)。","2","2","2017/5/17","98","0","2017/5/17","2017/5/17","00","","","","","","0","","1"
"90241897","小花椒卡","16","4GHJ","29","小花椒卡 :月租29元，套内：2GB国内流量，国内接听免费，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量1元/100MB(日包)，省内流量1元/500MB(日包)","2","2","2017/5/17","98","0","2017/5/17","2017/5/17","00","","","","","","0","","1"
"90253365","小艺卡","16","4GAQY","9","套餐月费:9元;套内:定向流量:优酷、土豆APP流浪免费（40G封顶），国内流量2GB，国内接听免费，套外:国内语音0.1元/分钟，国内流量:1、省内流量：1元500MB2、省外流量：1元100MB（当日有效，自动续订）,国内短/彩信0.1元/条;赠送来显。","2","2","2017/6/1 11:45:49","98","1","2017/5/17 16:14:24","2050/12/31 23:59:59","00","4G000001","小艺卡","","","","0","","1"
"90253364","大艺卡","16","4GAQY","29","套餐月费:29元;套内:定向流量:优酷、土豆APP流浪免费（40G封顶），国内流量2GB，国内接听免费，套外:国内语音0.1元/分钟，国内流量:1、省内流量：1元500MB2、省外流量：1元100MB（当日有效，自动续订）,国内短/彩信0.1元/条;赠送来显。","2","2","2017/6/1 11:46:20","98","1","2017/5/17 16:30:57","2050/12/31 23:59:59","00","4G000001","大艺卡","","","","0","","1"
"90265342","蚂蚁小宝+卡","16","4GMAYI","16","蚂蚁小宝+卡：月费16元，套餐包含：国内流量1GB，国内接听免费；套餐超出及其他业务收费：国内语音(0.1元/分钟)，国内流量15元/1GB（当月有效、自动续订），短彩信（0.1元/条），赠送来电显示。","2","2","2017/5/27 16:02:51","98","1","2017/5/25 16:11:51","2050/12/31 23:59:59","00","4G000001","蚂蚁小宝+卡","","","","0","","1"
"90249473","小顺卡","16","4GTHS","28","小顺卡: 月租28元，套餐包含：国内流量2GB，国内接听免费；套餐超出及其他业务收费：国内流量超出后10元/GB（自动续订，当月有效），国内语音0.1元/分钟，短彩信0.1元/条。赠送来显，会员权益LEVEL2会员（手机版）。","2","2","2017/5/27 12:00:00","98","0","2017/5/27","2017/5/27","00","","","","","","0","","1"
"90249474","大顺卡","16","4GTHS","58","大顺卡: 月租58元，套餐包含：国内流量3GB，国内语音300分钟，国内接听免费；套餐超出及其他业务收费：国内流量超出后10元/GB（自动续订，当月有效），国内语音0.1元/分钟，短彩信0.1元/条。赠送来显，会员权益LEVEL2会员（手机版）","2","2","2017/5/27 12:00:00","98","0","2017/5/27","2017/5/27","00","","","","","","0","","1"
"90249475","天顺卡","16","4GTHS","118","天顺卡: 月租118元，套餐包含：国内流量8GB，国内流量800分钟，国内接听免费；套餐超出及其他业务收费：国内流量超出后10元/GB（自动续订，当月有效），国内语音0.1元/分钟，短彩信0.1元/条。赠送来显，会员权益LEVEL2会员（手机版）。","2","2","2017/5/27 12:00:00","98","0","2017/5/27","2017/5/27","00","","","","","","0","","1"
"90241890","小满卡（i-Fi专属）","16","4GXM","50","小满卡（50元卡）: 月租50元，套餐包含：国内流量5GB，省内流量3GB，国内接听免费，套餐超出及其他业务收费部分：国内语音0.1元/分钟，国内流量10元/GB，当月有效，自动续订，国内短/彩信0.1元/条，赠送来电显示。","2","2","2017/5/24 10:10:23","98","0","2017/5/11 10:51:04","2050/12/31 23:59:59","00","","小满卡（i-Fi专属）","","","","0","","1"
"90217401","米粉卡29元套餐","16","4GMF","29","米粉卡（29元卡）:月费29元，套餐包含：国内流量2GB，国内接听免费，套餐超出及其他业务收费部分：国内语音0.1元/分钟，国内流量10元/GB，当月有效，自动续订，国内短/彩信0.1元/条，赠送来显。","2","2","2017/5/3 10:24:45","98","1","2017/4/26 9:42:25","2050/12/31 23:59:59","00","4G000001","米粉卡29元套餐","","","","0","","1"
"90217415","米粉卡59元套餐","16","4GMF","59","米粉卡（59元卡）:月费59元，套餐包含：国内语音200分钟，国内流量4GB，国内接听免费，套餐超出及其他业务收费部分：国内语音0.1元/分钟，国内流量10元/GB，当月有效，自动续订，国内短/彩信0.1元/条，赠送来显。","2","2","2017/5/3 15:03:00","98","1","2017/4/26 10:19:18","2050/12/31 23:59:59","00","4G000001","米粉卡59元套餐","","","","0","","1"
"90269674","小夏卡","16","4GHX","36","小夏卡-36元/月, 月租36元，套餐包含：国内流量3GB，国内接听免费；套餐超出及其他业务收费部分：国内语音0.1元/分钟，国内流量超出后10元/GB，国内短/彩信0.1元/条；赠送来电显示。","2","2","2017/6/27 15:47:38","98","1","2017/6/11 16:25:15","2050/12/31 23:59:59","00","4G000001","小夏卡","","","","0","","1"
"90269675","大夏卡","16","4GHX","56","大夏卡-56元/月, 月租56元，套餐包含：国内语音100分钟，国内流量5GB，国内接听免费；套餐超出及其他业务收费部分：国内语音0.1元/分钟，国内流量超出后10元/GB，国内短/彩信0.1元/条；赠送来电显示。","2","2","2017/6/27 15:48:04","98","1","2017/6/11 17:09:08","2050/12/31 23:59:59","00","4G000001","大夏卡","","","","0","","1"
"90275428","梦想e卡","16","4GGS","19","梦想e卡: 月租19元，套内：2GB国内流量，国内接听免费，工行融e行、融e购、融e联、工银e生活APP全国流量免费（40GB封顶）工行特权，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量10元/GB(当月有效，自动续订)。","2","2","2017/7/10","98","1","2017/7/10","2050/12/31 23:59:59","00","4G000001","梦想e卡","","","","0","","1"
"90275433","大e卡","16","4GGS","89","大e卡: 月租89元，套内：600分钟国内语音，6GB国内流量，国内接听免费，工行融e行、融e购、融e联、工银e生活APP全国流量免费（40GB封顶）工行特权，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量10元/GB(当月有效，自动续订)。","2","2","2017/7/10","98","1","2017/7/10","2050/12/31 23:59:59","00","4G000001","大e卡","","","","0","","1"
"90275413","百度大圣卡","16","4GBDSK","19","百度大圣卡-19元/月, 月租19元，套餐包含：定向流量：手百定向流量免费，国内流量1GB，国内外接听免费；套餐超出及其他业务收费：国内流量超出后12元/GB（自动续订，当月有效），国内语音0.1元/分钟，短彩信0.1元/条，包含来电显示。","2","2","2017/7/17","98","0","2017/7/17","2050/12/31 23:59:59","00","","百度大圣卡","","","","0","","1"
"90275414","百度超圣卡","16","4GBDSK","59","百度超圣卡-59元/月, 月租59元，套餐包含：定向流量：手百定向流量免费，国内流量4GB，国内语音200分钟，国内外接听免费；套餐超出及其他业务收费：国内流量超出后10元/1GB（自动续订，当月有效），国内语音0.1元/分钟，短彩信0.1元/条，包含来电显示。","2","2","2017/7/17","98","0","2017/7/17","2050/12/31 23:59:59","00","","百度超圣卡","","","","0","","1"
"90274148","芒果小芒卡","16","4GMGK","9","芒果小芒卡: 月租9元，套内：芒果TV流量费全免（40GB封顶）流量特权，国内接听免费，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量：1元100M（当日有效，自动续订），省内流量：1元500M（当日有效，自动续订）。芒果特权:首充50元及以上送2个月芒果会员。","2","2","2017/7/17 12:00:00","98","0","2017/6/29 10:22:29","2050/12/31 23:59:59","00","","芒果小芒卡","","","","0","","1"
"90274153","芒果大芒卡","16","4GMGK","29","芒果大芒卡: 月租29元，套内：国内流量2G，芒果TV流量费全免（40GB封顶）流量特权，国内接听免费，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量：1元100M（当日有效，自动续订），省内流量：1元500M（当日有效，自动续订）。芒果特权:首充50元及以上送5个月芒果会员。","2","2","2017/7/17 12:00:00","98","0","2017/6/29 10:22:29","2050/12/31 23:59:59","00","","芒果大芒卡","","","","0","","1"
"90271583","小唯卡","16","4GWPHK","16","小唯卡: 月租16元，套内：50分钟省内语音，1GB国内流量，国内接听免费，赠送来电显示；套外：国内语音0.15元/分钟，短、彩信0.1元/条，国内流量15元/GB(当月有效，自动续订)。","2","2","2017/7/24","98","0","2017/7/24","2050/12/31","00","","小唯卡","","","","0","","1"
"90271584","大唯卡","16","4GWPHK","26","大唯卡: 月租26元，套内：2GB国内流量，国内接听免费，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量12元/GB(当月有效，自动续订)。","2","2","2017/7/24","98","0","2017/7/24","2050/12/31","00","","大唯卡","","","","0","","1"
"90271586","特唯卡","16","4GWPHK","56","特唯卡: 月租56元，套内：100分钟国内语音，5GB国内流量，国内接听免费，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量10元/GB(当月有效，自动续订)。","2","2","2017/7/24","98","0","2017/7/24","2050/12/31","00","","特唯卡","","","","0","","1"
"90275446","小蜗牛卡","16","4GWNK","19","小蜗牛卡-19元/月, 月租19元，套餐包含：国内流量1.5GB;国内接听免费；套餐超出及其他业务收费:省内流量1元/500MB日租包,省外流量12元/GB当月有效,短彩信0.1元/条,赠送来电显示。","2","2","2017/7/7 15:46:08","98","0","2017/7/7 11:35:54","2050/12/31 23:59:59","00","","小蜗牛卡","","","","0","","1"
"90275640","大蜗牛卡","16","4GWNK","59","大蜗牛卡-59元元/月, 月租59元元，套餐包含：国内流量4GB;国内语音200分钟，国内接听免费；套餐超出及其他业务收费:省内流量1元/500MB日租包,省外流量10元/GB当月有效,短彩信0.1元/条,赠送来电显示。","2","2","2017/7/7 15:46:08","98","0","2017/7/7 11:35:54","2050/12/31 23:59:59","00","","大蜗牛卡","","","","0","","1"
"90265456","小逸听卡","16","4GXMLY","19","小逸听卡: 月租19元，套内：喜马拉雅APP专属流量全国免费定向流量,1GB国内流量，国内接听免费，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量12元/GB(当月有效，不足120MB按0.1元/MB计费，当月有效，自动续订)。","2","2","2017/8/7","98","0","2017/8/7","2050/12/31 23:59:59","00","","小逸听卡","","","","0","","1"
"90265457","大逸听卡","16","4GXMLY","59","大逸听卡: 月租59元，套内：喜马拉雅APP专属流量全国免费定向流量，4GB国内流量，200分钟国内语音，国内接听免费，赠送来电显示；套外：国内语音0.1元/分钟，短、彩信0.1元/条，国内流量10元/GB(当月有效，不足100MB按0.1元/MB计费，当月有效，自动续订)。","2","2","2017/8/7","98","0","2017/8/7","2050/12/31 23:59:59","00","","大逸听卡","","","","0","","1"
